### SNIa toy model generated with mk_snia_toy_model.py version 2018-06-22
#
## Adopted constants:
#
# MSUN = 1.98900000e+33 g
# 56Ni half-life THALF_56NI = 6.07500000e+00 day
# 56Co half-life THALF_56CO = 7.72360000e+01 day
# Energy per 56Ni decay EDECAY_56NI = 1.72060000e+00 MeV
# Energy per 56Co decay EDECAY_56CO = 3.60720000e+00 MeV
#
## Ejecta parameters (actual vs. requested):
#
# Mtot = 9.9990e-01 Msun (1.0000e+00 requested)
# Ekin = 9.9811e+50 erg (1.0000e+51 requested)
# nzones =  807 ; cell size dvel = 5.0000e+01 km/s ; Vmax = 4.0325e+04 km/s
# density profile = expon
# time at which radius, temperature and abundances are calculated, tend = 2.00 DAYS
# M(stable IGE) = 0.0000e+00 Msun (0.0000e+00 requested) with relative (Ni, Fe) fractions = 0.10, 0.90
# M(56Ni,t=0) = 9.9950e-02 Msun (1.0000e-01 requested)
# M(IME) = 8.9995e-01 Msun (9.0000e-01 requested); IMEs = Ca, S, Si with relative fractions = 0.1, 0.35, 0.55
# M(unburnt C/O) = 0.0000e+00 Msun with relative (O, C) fractions = 0.50, 0.50
# dM(IGE,56Ni,IME) = 0.00, 0.20, 0.00 Msun; transition profile = cosine
# ni56 weighted, average column density=7.15e+14 g cm^-2 s^2; t0_gamma=48.93 day

#
# COLUMNS:
#
# (1) zone index
# (2) velocity at zone center [km/s]
# (3) zone mass [Msun]
# (4) Lagrangian mass coordinate (corresponding to outer zone boundary) [Msun]
# (5) IGE mass fraction at t=0
# (6) 56Ni mass fraction at t=0
# (7) IME mass fraction
# (8) Ti mass fraction
# (9) unburnt CO mass fraction
# (10) radius at zone center [cm] = velocity * time_since_explosion (homologous expansion)
# (11) mean density over zone [g/cm^3] (*not* density at zone center)
# (12) temperature [K]
# (13)-(21) mass fractions
#
# NOTES ON MASS FRACTIONS: (14) X_Ni includes X_56Ni; (15) X_Co = X_56Co; (16) X_Fe includes 56Fe from 56Co decay
#
#idx vel[km/s]  dmass[Msun] mass[Msun] X_IGE0     X_56Ni0    X_IME      X_Ti       X_CO       rad[cm]    dens[gcc]  temp[K]    X_56Ni     X_Ni       X_Co       X_Fe       X_Ca       X_S        X_Si       X_O        X_C       
#(1) (2)        (3)        (4)        (5)        (6)        (7)        (8)        (9)        (10)       (11)       (12)       (13)       (14)       (15)       (16)       (17)       (18)       (19)       (20)       (21)      
 404 2.0175e+04 3.9437e-04 9.6987e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 3.4862e+14 5.9442e-13 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 405 2.0225e+04 3.8954e-04 9.7026e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 3.4949e+14 5.8424e-13 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 406 2.0275e+04 3.8476e-04 9.7065e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 3.5035e+14 5.7424e-13 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 407 2.0325e+04 3.8004e-04 9.7103e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 3.5122e+14 5.6440e-13 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 408 2.0375e+04 3.7537e-04 9.7140e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 3.5208e+14 5.5474e-13 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 409 2.0425e+04 3.7076e-04 9.7177e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 3.5294e+14 5.4524e-13 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 410 2.0475e+04 3.6619e-04 9.7214e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 3.5381e+14 5.3590e-13 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 411 2.0525e+04 3.6168e-04 9.7250e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 3.5467e+14 5.2673e-13 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 412 2.0575e+04 3.5722e-04 9.7286e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 3.5554e+14 5.1771e-13 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 413 2.0625e+04 3.5281e-04 9.7321e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 3.5640e+14 5.0884e-13 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 414 2.0675e+04 3.4846e-04 9.7356e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 3.5726e+14 5.0013e-13 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 415 2.0725e+04 3.4415e-04 9.7390e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 3.5813e+14 4.9156e-13 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 416 2.0775e+04 3.3989e-04 9.7424e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 3.5899e+14 4.8315e-13 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 417 2.0825e+04 3.3568e-04 9.7458e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 3.5986e+14 4.7487e-13 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 418 2.0875e+04 3.3152e-04 9.7491e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 3.6072e+14 4.6674e-13 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 419 2.0925e+04 3.2740e-04 9.7524e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 3.6158e+14 4.5875e-13 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 420 2.0975e+04 3.2333e-04 9.7556e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 3.6245e+14 4.5089e-13 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 421 2.1025e+04 3.1931e-04 9.7588e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 3.6331e+14 4.4317e-13 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 422 2.1075e+04 3.1534e-04 9.7620e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 3.6418e+14 4.3558e-13 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 423 2.1125e+04 3.1141e-04 9.7651e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 3.6504e+14 4.2812e-13 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 424 2.1175e+04 3.0753e-04 9.7682e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 3.6590e+14 4.2079e-13 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 425 2.1225e+04 3.0369e-04 9.7712e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 3.6677e+14 4.1358e-13 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 426 2.1275e+04 2.9990e-04 9.7742e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 3.6763e+14 4.0650e-13 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 427 2.1325e+04 2.9615e-04 9.7772e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 3.6850e+14 3.9954e-13 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 428 2.1375e+04 2.9245e-04 9.7801e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 3.6936e+14 3.9270e-13 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 429 2.1425e+04 2.8879e-04 9.7830e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 3.7022e+14 3.8597e-13 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 430 2.1475e+04 2.8517e-04 9.7858e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 3.7109e+14 3.7936e-13 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 431 2.1525e+04 2.8159e-04 9.7886e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 3.7195e+14 3.7287e-13 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 432 2.1575e+04 2.7806e-04 9.7914e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 3.7282e+14 3.6648e-13 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 433 2.1625e+04 2.7456e-04 9.7942e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 3.7368e+14 3.6021e-13 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 434 2.1675e+04 2.7111e-04 9.7969e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 3.7454e+14 3.5404e-13 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 435 2.1725e+04 2.6770e-04 9.7995e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 3.7541e+14 3.4798e-13 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 436 2.1775e+04 2.6433e-04 9.8022e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 3.7627e+14 3.4202e-13 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 437 2.1825e+04 2.6099e-04 9.8048e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 3.7714e+14 3.3616e-13 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 438 2.1875e+04 2.5770e-04 9.8074e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 3.7800e+14 3.3040e-13 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 439 2.1925e+04 2.5445e-04 9.8099e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 3.7886e+14 3.2475e-13 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 440 2.1975e+04 2.5123e-04 9.8124e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 3.7973e+14 3.1918e-13 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 441 2.2025e+04 2.4806e-04 9.8149e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 3.8059e+14 3.1372e-13 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 442 2.2075e+04 2.4492e-04 9.8174e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 3.8146e+14 3.0835e-13 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 443 2.2125e+04 2.4181e-04 9.8198e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 3.8232e+14 3.0307e-13 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 444 2.2175e+04 2.3875e-04 9.8222e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 3.8318e+14 2.9788e-13 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 445 2.2225e+04 2.3572e-04 9.8245e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 3.8405e+14 2.9278e-13 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 446 2.2275e+04 2.3273e-04 9.8269e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 3.8491e+14 2.8776e-13 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 447 2.2325e+04 2.2977e-04 9.8292e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 3.8578e+14 2.8283e-13 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 448 2.2375e+04 2.2685e-04 9.8314e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 3.8664e+14 2.7799e-13 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 449 2.2425e+04 2.2396e-04 9.8337e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 3.8750e+14 2.7323e-13 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 450 2.2475e+04 2.2111e-04 9.8359e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 3.8837e+14 2.6855e-13 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 451 2.2525e+04 2.1829e-04 9.8381e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 3.8923e+14 2.6395e-13 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 452 2.2575e+04 2.1550e-04 9.8402e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 3.9010e+14 2.5943e-13 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 453 2.2625e+04 2.1275e-04 9.8423e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 3.9096e+14 2.5499e-13 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 454 2.2675e+04 2.1004e-04 9.8444e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 3.9182e+14 2.5062e-13 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 455 2.2725e+04 2.0735e-04 9.8465e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 3.9269e+14 2.4633e-13 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 456 2.2775e+04 2.0470e-04 9.8486e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 3.9355e+14 2.4211e-13 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 457 2.2825e+04 2.0208e-04 9.8506e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 3.9442e+14 2.3797e-13 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 458 2.2875e+04 1.9949e-04 9.8526e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 3.9528e+14 2.3389e-13 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 459 2.2925e+04 1.9693e-04 9.8545e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 3.9614e+14 2.2989e-13 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 460 2.2975e+04 1.9440e-04 9.8565e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 3.9701e+14 2.2595e-13 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 461 2.3025e+04 1.9191e-04 9.8584e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 3.9787e+14 2.2208e-13 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 462 2.3075e+04 1.8944e-04 9.8603e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 3.9874e+14 2.1828e-13 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 463 2.3125e+04 1.8700e-04 9.8622e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 3.9960e+14 2.1454e-13 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 464 2.3175e+04 1.8460e-04 9.8640e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 4.0046e+14 2.1087e-13 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 465 2.3225e+04 1.8222e-04 9.8658e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 4.0133e+14 2.0725e-13 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 466 2.3275e+04 1.7987e-04 9.8676e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 4.0219e+14 2.0371e-13 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 467 2.3325e+04 1.7755e-04 9.8694e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 4.0306e+14 2.0022e-13 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 468 2.3375e+04 1.7526e-04 9.8712e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 4.0392e+14 1.9679e-13 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 469 2.3425e+04 1.7300e-04 9.8729e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 4.0478e+14 1.9342e-13 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 470 2.3475e+04 1.7076e-04 9.8746e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 4.0565e+14 1.9011e-13 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 471 2.3525e+04 1.6855e-04 9.8763e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 4.0651e+14 1.8685e-13 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 472 2.3575e+04 1.6637e-04 9.8780e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 4.0738e+14 1.8365e-13 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 473 2.3625e+04 1.6422e-04 9.8796e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 4.0824e+14 1.8051e-13 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 474 2.3675e+04 1.6209e-04 9.8812e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 4.0910e+14 1.7742e-13 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 475 2.3725e+04 1.5998e-04 9.8828e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 4.0997e+14 1.7438e-13 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 476 2.3775e+04 1.5791e-04 9.8844e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 4.1083e+14 1.7139e-13 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 477 2.3825e+04 1.5586e-04 9.8860e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 4.1170e+14 1.6846e-13 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 478 2.3875e+04 1.5383e-04 9.8875e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 4.1256e+14 1.6557e-13 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 479 2.3925e+04 1.5183e-04 9.8890e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 4.1342e+14 1.6274e-13 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 480 2.3975e+04 1.4986e-04 9.8905e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 4.1429e+14 1.5995e-13 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 481 2.4025e+04 1.4791e-04 9.8920e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 4.1515e+14 1.5721e-13 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
